id,feedback,trial_condition,block,trial,correct_resp,resp,correct,rt
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,1,right,left,0,-6.49
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,2,right,right,1,8.578
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,3,right,right,1,5.007
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,4,left,left,1,2.343
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,5,left,right,0,-2.047
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,6,right,left,0,-4.363
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,7,right,right,1,8.915
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,8,right,right,1,5.526
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,9,left,left,1,2.575
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,10,right,right,1,1.75
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,11,left,left,1,4.294
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,12,right,right,1,3.215
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,13,right,right,1,2.143
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,14,left,left,1,1.311
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,15,right,left,0,-3.287
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,16,right,right,1,3.731
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,17,right,right,1,5.718
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,18,left,right,0,-3.238
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,19,left,left,1,1.907
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,20,left,left,1,3.759
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,21,left,left,1,1.951
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,22,left,left,1,2.695
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,23,right,right,1,3.919
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,24,left,left,1,2.07
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,25,right,right,1,1.79
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,26,right,left,0,-1.767
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,27,left,right,0,-2.923
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,28,left,left,1,7.027
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,29,left,left,1,4.928
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,30,left,left,1,4.12
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,31,left,left,1,4.991
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,32,right,left,0,-1.67
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,33,left,left,1,2.843
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,34,left,left,1,4.263
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,35,right,right,1,1.734
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,36,left,left,1,2.174
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,37,right,right,1,3.286
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,38,right,left,0,-2.471
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,39,right,right,1,2.163
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,1,40,left,right,0,-4.047
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,1,right,right,1,4.459
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,2,left,left,1,5.759
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,3,left,right,0,-3.439
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,4,left,left,1,1.123
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,5,right,left,0,-2.006
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,6,left,right,0,-3.547
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,7,right,right,1,5.395
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,8,left,left,1,6.687
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,9,right,right,1,3.815
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,10,left,left,1,1.327
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,11,right,right,1,2.567
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,12,right,right,1,3.839
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,13,right,left,0,-2.84
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,14,right,right,1,2.322
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,15,left,left,1,3.103
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,16,right,right,1,2.174
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,17,left,left,1,2.558
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,18,right,right,1,3.215
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,19,left,left,1,2.583
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,20,right,right,1,3.111
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,21,left,left,1,2.615
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,22,right,right,1,3.415
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,23,right,right,1,3.008
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,24,left,left,1,2.632
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,25,right,right,1,1.895
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,26,right,right,1,4.11
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,27,right,right,1,1.871
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,28,right,right,1,4.087
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,29,right,right,1,3.471
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,30,left,right,0,-4.895
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,31,right,left,0,-1.523
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,32,left,left,1,7.715
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,33,right,right,1,2.727
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,34,left,right,0,-4.031
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,35,left,left,1,3.083
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,36,left,right,0,-2.999
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,37,left,left,1,1.107
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,38,left,left,1,3.638
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,39,left,left,1,3.031
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,2,40,left,left,1,9.551
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,1,right,right,1,1.291
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,2,left,right,0,-6.503
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,3,left,left,1,1.307
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,4,right,right,1,0.951
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,5,left,right,0,-1.983
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,6,right,right,1,3.092
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,7,right,right,1,1.943
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,8,right,right,1,3.07
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,9,right,right,1,3.254
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,10,left,left,1,1.078
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,11,left,right,0,-4.127
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,12,right,right,1,1.667
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,13,right,right,1,3.727
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,14,left,left,1,1.246
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,15,right,right,1,1.094
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,16,right,right,1,2.303
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,17,left,right,0,-1.736
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,18,left,right,0,-0.867
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,19,right,right,1,3.979
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,20,right,right,1,4.583
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,21,left,left,1,1.016
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,22,left,right,0,-3.711
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,23,left,left,1,2.083
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,24,left,left,1,1.271
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,25,left,left,1,2.038
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,26,left,left,1,3.134
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,27,left,left,1,1.711
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,28,left,left,1,1.007
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,29,left,left,1,1.047
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,30,right,right,1,0.984
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,31,left,left,1,1.519
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,32,right,right,1,1.287
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,33,right,right,1,1.438
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,34,right,right,1,1.734
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,35,right,right,1,1.142
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,36,right,right,1,1.143
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,37,left,left,1,1.375
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,38,right,right,1,0.799
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,39,right,right,1,1.543
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,3,40,left,left,1,1.287
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,1,right,left,0,-1.076
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,2,left,left,1,2.267
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,3,right,left,0,-1.888
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,4,right,right,1,4.371
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,5,right,left,0,-1.902
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,6,right,left,0,-1.291
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,7,right,left,0,-8.282
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,8,left,left,1,6.235
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,9,left,left,1,2.11
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,10,left,left,1,1.151
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,11,right,right,1,3.743
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,12,left,left,1,2.479
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,13,left,right,0,-2.223
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,14,right,left,0,-0.771
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,15,right,right,1,3.115
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,16,left,left,1,1.288
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,17,left,left,1,4.296
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,18,right,right,1,7.454
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,19,left,left,1,1.839
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,20,right,right,1,1.095
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,21,left,left,1,1.271
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,22,right,right,1,1.143
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,23,left,right,0,-1.495
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,24,left,right,0,-2.875
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,25,right,right,1,4.002
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,26,left,right,0,-3.399
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,27,left,left,1,5.339
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,28,left,left,1,1.871
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,29,left,left,1,2.856
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,30,right,left,0,-2.296
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,31,right,right,1,1.515
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,32,left,left,1,2.951
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,33,left,right,0,-5.774
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,34,right,left,0,-2.235
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,35,left,right,0,-2.891
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,36,right,right,1,4.003
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,37,right,right,1,4.006
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,38,right,right,1,3.079
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,39,left,right,0,-3.783
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,4,40,right,right,1,4.507
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,1,right,right,1,1.011
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,2,left,right,0,-2.159
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,3,right,right,1,2.947
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,4,left,left,1,0.814
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,5,left,left,1,1.791
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,6,right,right,1,3.359
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,7,left,left,1,5.807
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,8,left,left,1,1.135
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,9,left,left,1,0.919
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,10,right,right,1,1.055
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,11,left,left,1,0.824
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,12,left,left,1,0.832
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,13,left,left,1,1.12
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,14,right,left,0,-1.424
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,15,right,left,0,-1.266
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,16,left,left,1,4.05
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,17,right,right,1,1.95
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,18,left,left,1,2.342
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,19,right,right,1,1.568
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,20,right,right,1,2.535
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,21,left,left,1,4.783
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,22,right,right,1,1.591
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,23,right,left,0,-2.422
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,24,left,left,1,3.723
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,25,right,right,1,1.127
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,26,right,right,1,3.471
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,27,left,left,1,1.071
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,28,left,right,0,-1.399
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,29,right,right,1,1.876
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,30,right,right,1,2.712
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,31,left,left,1,1.95
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,32,right,right,1,1.785
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,33,right,right,1,1.486
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,34,left,left,1,1.126
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,35,left,left,1,1.23
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,36,right,right,1,1.527
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,37,right,left,0,-1.167
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,38,left,left,1,2.739
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,39,right,right,1,1.487
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,5,40,left,left,1,2.903
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,1,right,right,1,1.948
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,2,left,left,1,0.814
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,3,left,left,1,0.967
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,4,right,right,1,1.127
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,5,left,left,1,1.127
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,6,right,right,1,0.943
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,7,right,right,1,2.152
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,8,right,right,1,1.295
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,9,left,right,0,-2.208
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,10,right,right,1,0.876
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,11,right,right,1,1.848
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,12,right,left,0,-0.703
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,13,left,left,1,2.627
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,14,left,left,1,1.614
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,15,right,right,1,2.423
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,16,left,left,1,1.078
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,17,left,left,1,1.623
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,18,right,left,0,-2.279
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,19,left,left,1,0.835
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,20,left,left,1,1.055
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,21,right,right,1,0.871
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,22,left,left,1,0.975
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,23,right,right,1,1.623
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,24,left,left,1,1.223
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,25,right,right,1,1.058
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,26,left,left,1,1.326
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,27,right,right,1,1.335
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,28,left,left,1,1.247
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,29,left,right,0,-1.127
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,30,left,left,1,0.763
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,31,right,right,1,2.023
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,32,left,right,0,-1.175
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,33,right,right,1,0.771
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,34,left,left,1,0.839
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,35,right,right,1,1.096
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,36,right,right,1,0.872
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,37,right,right,1,0.92
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,38,left,left,1,1.688
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,39,right,right,1,2.935
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,6,40,left,right,0,-1.318
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,1,right,right,1,0.683
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,2,right,right,1,1.319
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,3,right,left,0,-2.327
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,4,left,right,0,-1.267
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,5,left,right,0,-0.907
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,6,left,left,1,1.067
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,7,right,right,1,2.983
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,8,left,left,1,0.742
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,9,left,left,1,0.718
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,10,right,right,1,1.663
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,11,left,left,1,0.823
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,12,right,right,1,0.911
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,13,right,right,1,1.063
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,14,left,left,1,0.599
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,15,right,left,0,-1.007
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,16,right,right,1,1.939
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,17,left,left,1,1.335
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,18,right,left,0,-1.271
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,19,right,right,1,1.172
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,20,left,left,1,1.616
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,21,left,right,0,-1.143
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,22,left,left,1,1.236
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,23,right,left,0,-1.046
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,24,right,right,1,1.602
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,25,right,right,1,1.902
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,26,left,left,1,2.326
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,27,left,right,0,-0.679
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,28,left,left,1,2.483
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,29,right,left,0,-1.583
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,30,left,right,0,-0.675
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,31,left,left,1,0.995
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,32,left,right,0,-1.127
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,33,left,left,1,1.091
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,34,right,right,1,1.607
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,35,right,right,1,4.655
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,36,left,left,1,1.119
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,37,right,right,1,0.751
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,38,right,right,1,1.927
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,39,right,right,1,3.047
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,7,40,left,right,0,-1.671
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,1,right,right,1,1.627
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,2,right,right,1,1.398
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,3,left,right,0,-1.191
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,4,right,right,1,0.922
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,5,right,left,0,-0.654
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,6,right,right,1,0.834
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,7,left,right,0,-2.943
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,8,left,left,1,1.307
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,9,left,left,1,1.591
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,10,left,left,1,1.711
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,11,right,right,1,0.695
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,12,right,right,1,1.575
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,13,left,left,1,0.991
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,14,right,right,1,1.031
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,15,left,left,1,1.095
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,16,right,right,1,1.895
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,17,right,left,0,-1.903
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,18,right,right,1,0.659
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,19,right,right,1,1.199
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,20,right,left,0,-1.664
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,21,left,right,0,-1.083
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,22,right,right,1,0.731
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,23,left,right,0,-1.439
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,24,left,left,1,1.381
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,25,left,left,1,2.039
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,26,left,left,1,1.24
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,27,right,right,1,0.983
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,28,left,left,1,1.446
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,29,left,right,0,-1.598
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,30,left,left,1,1.218
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,31,right,left,0,-2.182
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,32,right,left,0,-1.259
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,33,left,left,1,1.243
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,34,left,left,1,5.895
NA,Trial,Friday 15th of May 2015 02:35:07 PM txt,8,35,left,left,1,1.503
