id,feedback,trial_condition,block,trial,correct_resp,resp,correct,rt
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,16,21,right,right,1,4.317
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,16,22,left,left,1,2.998
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,1,left,right,0,-2.99
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,2,right,right,1,1.882
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,3,left,left,1,1.388
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,4,right,right,1,1.202
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,5,left,left,1,5.635
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,6,right,right,1,4.285
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,7,right,right,1,1.757
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,8,left,left,1,1.884
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,9,left,left,1,1.47
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,10,right,right,1,1.302
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,11,right,right,1,3.178
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,12,right,right,1,5.085
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,13,right,right,1,3.362
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,14,left,left,1,2.443
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,15,right,right,1,5.54
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,16,right,left,0,-2.724
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,17,right,right,1,3.751
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,17,18,left,left,1,4.826
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,1,left,left,1,3.691
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,2,left,left,1,5.491
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,3,right,right,1,1.747
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,4,left,left,1,2.538
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,5,left,left,1,8.669
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,6,right,right,1,0.909
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,7,right,right,1,1.158
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,8,right,right,1,1.502
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,9,right,right,1,1.007
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,10,left,left,1,1.77
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,11,left,left,1,1.146
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,12,right,right,1,0.73
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,13,left,left,1,3.031
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,14,right,right,1,0.807
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,15,left,left,1,1.293
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,16,left,right,0,-1.249
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,17,left,left,1,3.344
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,18,right,right,1,3.112
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,19,left,left,1,3.746
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,20,left,left,1,3.885
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,18,21,right,right,1,2.314
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,1,left,right,0,-1.945
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,2,right,right,1,1.642
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,3,right,right,1,4.23
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,4,left,left,1,1.741
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,5,left,right,0,-2.379
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,6,right,right,1,1.791
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,7,right,right,1,7.312
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,8,left,left,1,2.533
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,9,right,right,1,1.817
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,10,left,left,1,2.505
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,11,right,right,1,4.46
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,12,left,left,1,3.879
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,13,right,right,1,10.805
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,14,right,right,1,2.98
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,15,left,left,1,1.971
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,19,16,right,right,1,2.488
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,1,left,left,1,2.439
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,2,left,left,1,3.575
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,3,right,right,1,2.588
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,4,right,right,1,7.353
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,5,left,left,1,1.208
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,6,right,right,1,6.257
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,7,left,left,1,2.268
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,8,left,left,1,3.272
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,9,left,left,1,3.678
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,10,left,left,1,3.99
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,11,right,right,1,2.102
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,12,left,left,1,6.142
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,13,left,right,0,-1.71
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,20,14,left,left,1,8.016
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,1,right,right,1,2.282
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,2,right,right,1,3.791
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,3,right,right,1,5.795
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,4,left,right,0,-8.657
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,5,right,right,1,7.181
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,6,left,left,1,9.912
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,7,right,right,1,1.921
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,8,right,right,1,1.116
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,9,left,left,1,2.523
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,10,right,right,1,11.501
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,21,11,left,left,1,3.023
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,1,right,right,1,1.906
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,2,right,right,1,2.429
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,3,left,left,1,1.533
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,4,left,left,1,2.911
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,5,right,right,1,1.244
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,6,right,right,1,1.838
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,7,left,left,1,1.735
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,8,right,right,1,1.03
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,9,right,right,1,1.098
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,10,left,left,1,1.376
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,11,left,left,1,2.214
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,12,right,right,1,0.753
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,13,left,left,1,0.87
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,14,right,right,1,0.87
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,15,right,left,0,-1.631
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,16,left,right,0,-1.607
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,17,left,right,0,-1.855
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,18,right,left,0,-2.518
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,19,left,left,1,5.541
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,20,right,right,1,2.349
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,21,left,left,1,3.564
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,22,left,left,1,2.201
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,23,right,right,1,0.972
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,24,left,right,0,-3.224
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,22,25,right,right,1,2.841
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,1,left,left,1,1.734
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,2,left,left,1,1.381
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,3,right,right,1,1.003
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,4,left,left,1,1.79
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,5,left,left,1,1.374
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,6,left,left,1,2.22
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,7,left,left,1,2.399
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,8,right,right,1,1.807
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,9,right,right,1,3.855
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,10,left,left,1,2.356
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,11,left,left,1,3.459
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,12,right,right,1,1.246
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,13,left,left,1,6.784
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,14,left,left,1,2.768
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,15,left,left,1,2.433
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,16,left,left,1,1.673
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,17,right,right,1,1.294
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,18,right,right,1,2.082
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,19,left,left,1,1.016
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,20,right,right,1,0.981
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,21,left,left,1,0.84
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,22,right,right,1,0.848
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,23,right,right,1,2.312
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,24,right,right,1,0.973
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,23,25,left,right,0,-1.385
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,1,left,left,1,2.302
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,2,right,right,1,0.804
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,3,right,right,1,3.026
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,4,right,right,1,5.386
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,5,left,left,1,3.255
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,6,left,left,1,1.004
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,7,left,left,1,1.487
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,8,left,left,1,1.632
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,9,right,right,1,2.772
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,10,left,right,0,-3.285
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,11,right,right,1,2.728
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,12,right,left,0,-2.12
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,13,right,right,1,0.91
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,14,right,right,1,1.119
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,15,right,right,1,5.206
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,16,right,right,1,3.798
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,17,right,right,1,1.457
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,18,left,left,1,1.081
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,19,left,left,1,3.143
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,20,right,right,1,2.506
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,21,right,right,1,1.292
NA,Time,Monday 18th of May 2015 11:20:33 AM txt,24,22,left,left,1,1.694
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,1,left,left,1,1.788
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,2,left,right,0,-1.963
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,3,left,left,1,1.7
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,4,right,right,1,1.681
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,5,right,right,1,3.886
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,6,left,right,0,-2.228
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,7,left,right,0,-1.852
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,8,right,right,1,1.242
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,9,right,left,0,-1.124
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,10,left,left,1,0.92
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,11,left,left,1,0.962
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,12,left,left,1,0.701
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,13,left,left,1,0.609
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,14,right,right,1,0.843
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,15,left,left,1,0.579
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,16,right,right,1,0.684
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,17,left,left,1,2.424
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,18,left,left,1,3.864
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,19,left,left,1,2.702
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,20,left,right,0,-0.925
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,21,right,right,1,1.572
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,22,right,right,1,1.103
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,23,left,right,0,-0.613
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,24,right,right,1,1.234
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,25,right,right,1,0.724
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,26,right,right,1,0.833
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,27,right,left,0,-0.985
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,28,left,left,1,0.985
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,29,right,right,1,0.709
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,30,right,right,1,1.305
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,31,right,right,1,0.613
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,1,32,left,left,1,0.687
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,1,left,left,1,0.968
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,2,right,right,1,0.659
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,3,right,right,1,0.694
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,4,right,right,1,1.362
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,5,left,left,1,0.831
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,6,right,right,1,0.679
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,7,right,left,0,-1.05
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,8,left,left,1,0.812
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,9,left,left,1,0.628
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,10,right,right,1,0.862
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,11,left,left,1,0.735
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,12,left,left,1,1.148
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,13,right,right,1,0.675
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,14,right,right,1,1.615
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,15,left,left,1,0.77
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,16,right,right,1,0.856
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,17,right,right,1,0.808
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,18,right,right,1,0.655
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,19,right,right,1,0.538
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,20,right,right,1,0.522
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,21,left,right,0,-0.41
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,22,right,right,1,1.034
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,23,left,left,1,0.792
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,24,right,left,0,-1.509
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,25,right,right,1,0.739
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,26,left,left,1,1.288
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,27,right,right,1,0.939
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,28,right,right,1,1.198
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,29,right,right,1,2.095
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,30,right,left,0,-1.119
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,31,right,right,1,0.554
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,32,left,left,1,1.195
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,33,left,right,0,-2.108
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,34,right,right,1,1.689
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,35,left,left,1,0.647
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,36,left,left,1,1.649
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,37,left,left,1,1.429
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,38,left,left,1,0.844
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,39,left,left,1,1.028
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,40,left,left,1,1.057
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,41,right,right,1,0.99
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,2,42,left,left,1,1.041
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,1,left,left,1,0.818
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,2,left,left,1,0.834
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,3,left,left,1,0.769
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,4,right,right,1,0.63
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,5,left,left,1,0.905
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,6,left,left,1,0.738
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,7,left,right,0,-1.983
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,8,right,right,1,0.945
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,9,left,left,1,0.7
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,10,left,right,0,-1.464
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,11,left,left,1,1.188
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,12,left,left,1,0.669
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,13,right,right,1,0.784
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,14,right,right,1,0.999
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,15,right,left,0,-1.066
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,16,right,right,1,0.597
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,17,left,left,1,0.71
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,18,left,right,0,-0.795
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,19,right,right,1,0.942
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,20,right,right,1,0.657
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,21,left,left,1,0.66
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,22,right,right,1,0.503
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,23,right,left,0,-0.958
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,24,right,right,1,0.606
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,25,right,right,1,0.719
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,26,left,left,1,0.692
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,27,left,right,0,-0.576
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,28,left,left,1,1.781
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,29,right,right,1,0.742
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,30,right,left,0,-0.675
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,31,right,right,1,0.675
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,32,left,left,1,0.799
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,33,left,right,0,-0.669
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,34,right,right,1,0.877
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,35,right,left,0,-0.974
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,36,left,left,1,0.662
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,37,left,right,0,-0.721
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,38,right,right,1,1.083
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,39,left,left,1,1.128
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,40,left,right,0,-0.632
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,41,right,right,1,1.351
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,42,left,left,1,1.004
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,3,43,left,right,0,-0.848
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,1,left,left,1,0.777
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,2,right,right,1,0.639
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,3,left,left,1,0.776
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,4,left,left,1,1.295
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,5,right,right,1,0.802
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,6,right,right,1,0.945
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,7,left,left,1,0.691
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,8,left,left,1,0.991
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,9,left,left,1,0.667
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,10,right,right,1,1.014
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,11,left,left,1,0.706
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,12,left,left,1,0.671
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,13,right,right,1,0.802
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,14,right,right,1,0.977
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,15,right,right,1,0.748
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,16,right,left,0,-0.706
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,17,left,right,0,-0.57
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,18,right,right,1,1.032
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,19,left,left,1,0.66
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,20,left,right,0,-1.191
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,21,right,right,1,0.869
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,22,right,right,1,0.99
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,23,left,left,1,0.969
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,24,left,right,0,-1.62
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,25,right,right,1,0.829
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,26,right,left,0,-0.78
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,27,right,right,1,0.848
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,28,left,left,1,0.696
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,29,right,right,1,0.627
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,30,right,right,1,1.013
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,31,left,left,1,1.249
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,32,right,right,1,0.62
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,33,left,left,1,0.597
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,34,right,right,1,0.759
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,35,right,left,0,-0.588
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,36,left,left,1,1.218
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,37,left,right,0,-0.716
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,38,right,right,1,1.069
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,39,left,left,1,0.786
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,40,right,right,1,0.761
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,41,left,left,1,0.862
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,42,right,right,1,0.567
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,43,right,left,0,-0.64
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,44,left,left,1,0.879
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,45,right,right,1,0.528
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,4,46,right,left,0,-0.576
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,5,1,left,right,0,-2.222
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,5,2,left,left,1,0.639
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,5,3,left,right,0,-0.641
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,5,4,right,right,1,0.736
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,5,5,right,right,1,0.646
NA,Time,Monday 18th of May 2015 12:19:37 PM txt,5,6,right,right,1,1.096
