id,sex,age,session,block,trial,stim_type,stim,resp,acc,rt,difficult,word
1,1,21,1,2,6,1,danken,1,1,0.575,2,1
1,1,21,1,2,7,2,Arrest,1,1,0.711,1,1
1,1,21,1,2,8,1,aktuell,1,1,0.711,2,1
1,1,21,1,2,9,1,Aussicht,1,1,0.591,2,1
1,1,21,1,2,10,2,höfisch,1,1,0.823,1,1
1,1,21,1,2,11,1,Täter,1,1,0.535,2,1
1,1,21,1,2,12,3,horob,0,1,0.823,1,2
1,1,21,1,2,13,2,Slawe,1,1,0.943,1,1
1,1,21,1,2,14,4,Sbewb,0,1,0.751,2,2
1,1,21,1,2,15,2,fidel,1,1,0.831,1,1
1,1,21,1,2,16,4,Gcaait,0,1,0.718,2,2
1,1,21,1,2,17,1,Turnier,1,1,0.655,2,1
1,1,21,1,2,18,2,willens,1,1,0.88,1,1
1,1,21,1,2,19,1,Wahrheit,1,1,0.607,2,1
1,1,21,1,2,20,2,Gemach,1,1,0.935,1,1
1,1,21,1,2,21,4,gogro,0,1,0.768,2,2
1,1,21,1,2,22,1,melden,1,1,0.536,2,1
1,1,21,1,2,23,3,hiltlis,0,1,1.201,1,2
1,1,21,1,2,24,3,Mubbing,0,1,0.952,1,2
1,1,21,1,2,25,4,Eonehnu,0,1,1.039,2,2
1,1,21,1,2,26,2,gelöscht,1,1,0.672,1,1
1,1,21,1,2,27,3,Sexufan,0,1,1.127,1,2
1,1,21,1,2,28,2,postum,1,1,2.312,1,1
1,1,21,1,2,29,4,Mnudonn,0,1,0.567,2,2
1,1,21,1,2,30,2,Glaser,1,1,0.847,1,1
1,1,21,1,2,31,1,Sturm,1,1,0.51,2,1
1,1,21,1,2,32,3,obsaats,0,1,0.63,1,2
1,1,21,1,2,33,4,rensmed,0,1,0.766,2,2
1,1,21,1,2,34,3,Phantam,0,1,0.871,1,2
1,1,21,1,2,35,3,prissin,0,1,0.653,1,2
1,1,21,1,2,36,1,Auftakt,1,1,0.759,2,1
1,1,21,1,2,37,1,Schritt,1,1,0.807,2,1
1,1,21,1,2,38,4,Haeakea,0,1,0.575,2,2
1,1,21,1,2,39,1,Ausbau,1,1,0.727,2,1
1,1,21,1,2,40,2,Hybride,1,1,0.759,1,1
1,1,21,1,2,41,4,aodrua,0,1,0.558,2,2
1,1,21,1,2,42,4,Bekimk,0,1,0.566,2,2
1,1,21,1,2,43,4,Amlsllt,0,1,0.589,2,2
1,1,21,1,2,44,1,hundert,1,1,0.646,2,1
1,1,21,1,2,45,3,Mitluod,0,1,0.766,1,2
1,1,21,1,2,46,3,Fasch,0,1,0.694,1,2
1,1,21,1,2,47,3,Dilto,1,0,1.135,1,2
1,1,21,1,2,48,1,Pflanze,1,1,0.671,2,1
1,1,21,1,2,49,2,Wildbahn,1,1,0.598,1,1
1,1,21,1,2,50,3,besonnon,0,1,1.263,1,2
1,1,21,1,2,51,3,Flugga,0,1,0.736,1,2
1,1,21,1,2,52,3,Ombolinz,0,1,0.577,1,2
1,1,21,1,2,53,2,Rinde,1,1,0.543,1,1
1,1,21,1,2,54,2,Schimmer,1,1,0.718,1,1
1,1,21,1,2,55,2,Domherr,1,1,0.877,1,1
1,1,21,1,2,56,4,Gusrtc,0,1,0.598,2,2
1,1,21,1,2,57,1,Leute,1,1,0.542,2,1
1,1,21,1,2,58,4,bietanl,0,1,0.589,2,2
1,1,21,1,2,59,4,Ailnsui,0,1,0.726,2,2
1,1,21,1,2,60,4,teukpel,0,1,0.646,2,2
1,1,21,1,2,61,2,Unding,1,1,1.006,1,1
1,1,21,1,2,62,4,basgl,0,1,0.598,2,2
1,1,21,1,2,63,1,Versuch,1,1,0.574,2,1
1,1,21,1,2,64,3,Pramour,0,1,0.894,1,2
1,1,21,1,2,65,1,Bauer,1,1,1.189,2,1
1,1,21,1,2,66,4,Salor,0,1,0.88,2,2
1,1,21,1,2,67,4,Soaevorb,0,1,0.608,2,2
1,1,21,1,2,68,3,Guseng,0,1,0.942,1,2
1,1,21,1,2,69,2,bummeln,1,1,0.583,1,1
1,1,21,1,2,70,2,einatmen,1,1,0.702,1,1
1,1,21,1,2,71,2,Uhrwerk,1,1,0.67,1,1
1,1,21,1,2,72,1,Internet,1,1,0.526,2,1
1,1,21,1,2,73,1,richtig,1,1,0.478,2,1
1,1,21,1,2,74,2,sumpfig,1,1,0.901,1,1
1,1,21,1,2,75,2,zimmern,1,1,1.887,1,1
1,1,21,1,2,76,4,Loiofl,0,1,0.687,2,2
1,1,21,1,2,77,2,seriell,0,0,2.111,1,1
1,1,21,1,2,78,3,Riemeng,0,1,1.062,1,2
1,1,21,1,2,79,3,plaato,0,1,0.615,1,2
1,1,21,1,2,80,1,Direktor,1,1,0.574,2,1
1,1,21,1,2,81,3,anganihm,0,1,0.677,1,2
1,1,21,1,2,82,4,Piiod,0,1,0.614,2,2
1,1,21,1,2,83,2,hellwach,1,1,0.711,1,1
1,1,21,1,2,84,4,wuniwe,0,1,0.782,2,2
1,1,21,1,2,85,1,senken,1,1,0.629,2,1
1,1,21,1,2,86,1,Beratung,1,1,0.645,2,1
1,1,21,1,2,87,4,Remearl,0,1,0.927,2,2
1,1,21,1,2,88,4,Grgxeo,0,1,0.71,2,2
1,1,21,1,2,89,3,wihllis,0,1,0.526,1,2
1,1,21,1,2,90,1,Herbst,1,1,0.533,2,1
1,1,21,1,2,91,1,günstig,1,1,0.933,2,1
1,1,21,1,2,92,4,Hoknmt,0,1,0.749,2,2
1,1,21,1,2,93,3,Ruetar,0,1,0.591,1,2
1,1,21,1,2,94,3,nahron,0,1,0.806,1,2
1,1,21,1,2,95,4,Thhfr,0,1,0.502,2,2
1,1,21,1,2,96,2,geartet,1,1,0.751,1,1
1,1,21,1,2,97,3,Ondrunde,0,1,0.814,1,2
1,1,21,1,2,98,1,zurzeit,1,1,0.694,2,1
1,1,21,1,2,99,1,Mädchen,1,1,1.71,2,1
1,1,21,1,2,100,4,Zareeee,0,1,0.551,2,2
1,1,21,1,2,101,2,reuen,0,0,1.645,1,1
1,1,21,1,2,102,3,nobst,0,1,1.358,1,2
1,1,21,1,2,103,3,qeollin,0,1,0.914,1,2
1,1,21,1,2,104,2,Betreff,1,1,0.534,1,1
1,1,21,1,3,5,3,Suumunn,0,1,0.678,1,2
1,1,21,1,3,6,1,schützen,1,1,0.607,2,1
1,1,21,1,3,7,2,lumpen,1,1,1.471,1,1
1,1,21,1,3,8,2,Klettern,1,1,1.022,1,1
1,1,21,1,3,9,1,unten,1,1,0.775,2,1
1,1,21,1,3,10,3,Kachen,0,1,1.015,1,2
1,1,21,1,3,11,4,Benfh,0,1,0.719,2,2
1,1,21,1,3,12,2,beige,1,1,0.781,1,1
1,1,21,1,3,13,3,Taouring,0,1,0.71,1,2
1,1,21,1,3,14,3,Zeutplin,0,1,0.701,1,2
1,1,21,1,3,15,3,Fachur,0,1,0.805,1,2
1,1,21,1,3,16,4,Sarett,0,1,0.734,2,2
1,1,21,1,3,17,3,Trugek,0,1,0.654,1,2
1,1,21,1,3,18,4,Fitupkr,0,1,0.838,2,2
1,1,21,1,3,19,1,nötig,1,1,0.574,2,1
1,1,21,1,3,20,2,Gelbe,1,1,0.893,1,1
1,1,21,1,3,21,3,Murtyrur,0,1,0.59,1,2
1,1,21,1,3,22,3,blouch,0,1,0.719,1,2
1,1,21,1,3,23,1,Schlag,1,1,0.623,2,1
1,1,21,1,3,24,4,Aasdha,0,1,0.542,2,2
1,1,21,1,3,25,1,Grenze,1,1,0.59,2,1
1,1,21,1,3,26,4,tnsde,0,1,0.558,2,2
1,1,21,1,3,27,2,Syrer,1,1,0.703,1,1
1,1,21,1,3,28,2,Bleiche,1,1,0.781,1,1
1,1,21,1,3,29,1,billig,1,1,0.574,2,1
1,1,21,1,3,30,1,täglich,1,1,0.501,2,1
1,1,21,1,3,31,1,Traum,1,1,0.485,2,1
1,1,21,1,3,32,2,Färber,1,1,0.508,1,1
1,1,21,1,3,33,1,Spannung,1,1,0.535,2,1
1,1,21,1,3,34,1,Börse,1,1,0.494,2,1
1,1,21,1,3,35,2,Präfekt,0,0,1.582,1,1
1,1,21,1,3,36,2,Exodus,1,1,0.719,1,1
1,1,21,1,3,37,1,zudem,1,1,0.599,2,1
1,1,21,1,3,38,3,Icryl,0,1,1.151,1,2
1,1,21,1,3,39,2,Arsch,1,1,0.598,1,1
1,1,21,1,3,40,3,Bostund,0,1,0.982,1,2
1,1,21,1,3,41,4,Qtlma,0,1,0.602,2,2
1,1,21,1,3,42,2,Ächtung,0,0,1.84,1,1
1,1,21,1,3,43,1,Personal,1,1,0.911,2,1
1,1,21,1,3,44,3,Blumo,0,1,0.71,1,2
1,1,21,1,3,45,3,Hellor,0,1,0.799,1,2
1,1,21,1,3,46,4,Krtai,0,1,0.566,2,2
1,1,21,1,3,47,2,Sehne,1,1,0.605,1,1
1,1,21,1,3,48,4,Zahpehhn,0,1,0.83,2,2
1,1,21,1,3,49,4,daadc,0,1,0.534,2,2
1,1,21,1,3,50,4,Moxäfc,0,1,0.742,2,2
1,1,21,1,3,51,3,tuurosch,0,1,0.671,1,2
1,1,21,1,3,52,2,Lerche,1,1,0.734,1,1
1,1,21,1,3,53,1,zurück,1,1,0.702,2,1
1,1,21,1,3,54,2,gehegt,1,1,1.591,1,1
1,1,21,1,3,55,2,Lügner,1,1,0.605,1,1
1,1,21,1,3,56,2,knallrot,1,1,0.559,1,1
1,1,21,1,3,57,4,pitdlre,0,1,0.655,2,2
1,1,21,1,3,58,3,Beozeet,0,1,0.677,1,2
1,1,21,1,3,59,4,Dudpclr,0,1,0.534,2,2
1,1,21,1,3,60,1,wirken,1,1,0.629,2,1
1,1,21,1,3,61,2,Brillanz,1,1,1.271,1,1
1,1,21,1,3,62,2,Zweier,1,1,0.679,1,1
1,1,21,1,3,63,3,Arstir,0,1,0.726,1,2
1,1,21,1,3,64,2,Schwinge,1,1,0.727,1,1
1,1,21,1,3,65,1,heutig,1,1,0.774,2,1
1,1,21,1,3,66,1,drücken,1,1,0.486,2,1
1,1,21,1,3,67,2,operiert,1,1,0.775,1,1
1,1,21,1,3,68,3,Miiti,0,1,0.767,1,2
1,1,21,1,3,69,1,Änderung,1,1,0.566,2,1
1,1,21,1,3,70,4,eeaeau,0,1,0.566,2,2
1,1,21,1,3,71,1,Dialog,1,1,0.566,2,1
1,1,21,1,3,72,2,Kegler,1,1,0.847,1,1
1,1,21,1,3,73,3,uansohan,0,1,0.566,1,2
1,1,21,1,3,74,3,Kanzol,0,1,0.741,1,2
1,1,21,1,3,75,4,uabrzsa,0,1,0.558,2,2
1,1,21,1,3,76,3,Fandas,0,1,0.724,1,2
1,1,21,1,3,77,3,Zoigan,0,1,0.622,1,2
1,1,21,1,3,78,1,erzählen,1,1,0.655,2,1
1,1,21,1,3,79,1,Aufstieg,1,1,0.967,2,1
1,1,21,1,3,80,2,Essig,1,1,0.51,1,1
1,1,21,1,3,81,4,Eauipb,0,1,0.574,2,2
1,1,21,1,3,82,4,Jafsudl,0,1,0.525,2,2
1,1,21,1,3,83,4,Hrtclii,0,1,0.51,2,2
1,1,21,1,3,84,1,Februar,1,1,0.598,2,1
1,1,21,1,3,85,1,klingen,1,1,0.551,2,1
1,1,21,1,3,86,4,Biiska,0,1,0.525,2,2
1,1,21,1,3,87,2,dämmen,1,1,0.582,1,1
1,1,21,1,3,88,3,virielig,0,1,0.631,1,2
1,1,21,1,3,89,4,Dizrfeit,0,1,0.582,2,2
1,1,21,1,3,90,4,Tvrmsoei,0,1,0.557,2,2
1,1,21,1,3,91,4,Meübleo,0,1,0.493,2,2
1,1,21,1,3,92,4,Ptniw,0,1,0.47,2,2
1,1,21,1,3,93,3,Traff,0,1,1.599,1,2
1,1,21,1,3,94,3,baxon,0,1,0.838,1,2
1,1,21,1,3,95,1,wählen,1,1,0.558,2,1
1,1,21,1,3,96,4,Tiibt,0,1,0.566,2,2
1,1,21,1,3,97,3,Honsaot,0,1,1.014,1,2
1,1,21,1,3,98,1,hinaus,1,1,0.711,2,1
1,1,21,1,3,99,2,Markttag,1,1,0.933,1,1
1,1,21,1,3,100,3,Hirde,0,1,1.397,1,2
1,1,21,1,3,101,1,Senat,1,1,0.758,2,1
1,1,21,1,3,102,4,Snrie,0,1,0.614,2,2
1,1,21,1,3,103,2,rumoren,1,1,0.902,1,1
1,1,21,1,3,104,4,Weaue,0,1,0.551,2,2
1,1,21,1,4,5,1,Betrieb,1,1,0.511,2,1
1,1,21,1,4,6,3,Trock,0,1,1.079,1,2
1,1,21,1,4,7,2,Demut,1,1,0.686,1,1
1,1,21,1,4,8,2,jobben,1,1,0.791,1,1
1,1,21,1,4,9,4,Sitso,0,1,0.757,2,2
1,1,21,1,4,10,4,Aewiae,0,1,0.59,2,2
1,1,21,1,4,11,4,Hüelfs,0,1,0.606,2,2
1,1,21,1,4,12,4,Rnkui,0,1,0.471,2,2
1,1,21,1,4,13,2,Barde,1,1,1.549,1,1
1,1,21,1,4,14,1,zweimal,1,1,0.55,2,1
1,1,21,1,4,15,2,Eruption,0,0,3.869,1,1
1,1,21,1,4,16,4,hruliua,0,1,0.622,2,2
1,1,21,1,4,17,2,Vorraum,1,1,1.071,1,1
1,1,21,1,4,18,2,Serenade,1,1,0.823,1,1
1,1,21,1,4,19,1,römisch,1,1,0.63,2,1
1,1,21,1,4,20,3,buziugin,0,1,0.647,1,2
1,1,21,1,4,21,3,Oppirat,0,1,1.069,1,2
1,1,21,1,4,22,4,Tsetwh,0,1,0.526,2,2
1,1,21,1,4,23,1,sinnvoll,1,1,0.757,2,1
1,1,21,1,4,24,1,Anspruch,1,1,0.541,2,1
1,1,21,1,4,25,1,verlegen,1,1,0.654,2,1
1,1,21,1,4,26,1,Liebe,1,1,0.511,2,1
1,1,21,1,4,27,1,örtlich,1,1,0.558,2,1
1,1,21,1,4,28,2,tosen,1,1,1.023,1,1
1,1,21,1,4,29,3,postoril,0,1,0.997,1,2
1,1,21,1,4,30,4,Maunoet,0,1,0.838,2,2
1,1,21,1,4,31,1,jetzig,1,1,0.895,2,1
1,1,21,1,4,32,4,Ktiio,0,1,0.543,2,2
1,1,21,1,4,33,1,Fluss,1,1,0.494,2,1
1,1,21,1,4,34,3,ratlach,0,1,0.782,1,2
1,1,21,1,4,35,1,Partei,1,1,0.591,2,1
1,1,21,1,4,36,2,Klause,0,0,1.974,1,1
1,1,21,1,4,37,2,kichern,1,1,0.567,1,1
1,1,21,1,4,38,1,zuerst,1,1,0.558,2,1
1,1,21,1,4,39,4,Rnlihul,0,1,0.574,2,2
1,1,21,1,4,40,4,Mtäofu,0,1,0.598,2,2
1,1,21,1,4,41,3,Wormo,0,1,0.67,1,2
1,1,21,1,4,42,3,hackan,0,1,0.903,1,2
1,1,21,1,4,43,2,bankrott,1,1,0.814,1,1
1,1,21,1,4,44,3,Banben,0,1,0.798,1,2
1,1,21,1,4,45,2,Liedtext,1,1,0.719,1,1
1,1,21,1,4,46,2,Pfütze,1,1,0.639,1,1
1,1,21,1,4,47,4,zaecaln,0,1,0.678,2,2
1,1,21,1,4,48,3,Duckeng,0,1,0.991,1,2
1,1,21,1,4,49,4,Köögiehr,0,1,0.742,2,2
1,1,21,1,4,50,2,Seeweg,1,1,0.695,1,1
1,1,21,1,4,51,2,indes,1,1,1.407,1,1
1,1,21,1,4,52,3,Forstin,0,1,1.565,1,2
1,1,21,1,4,53,1,Gesicht,1,1,0.479,2,1
1,1,21,1,4,54,1,einzeln,1,1,0.669,2,1
1,1,21,1,4,55,3,Kropa,0,1,0.87,1,2
1,1,21,1,4,56,4,ieuaa,0,1,0.511,2,2
1,1,21,1,4,57,3,tadollos,0,1,1.158,1,2
1,1,21,1,4,58,1,üblich,1,1,0.654,2,1
1,1,21,1,4,59,1,durch,1,1,0.622,2,1
1,1,21,1,4,60,3,Jarir,0,1,0.559,1,2
1,1,21,1,4,61,2,erbosen,1,1,0.734,1,1
1,1,21,1,4,62,3,Harong,0,1,0.821,1,2
1,1,21,1,4,63,2,achtlos,1,1,0.623,1,1
1,1,21,1,4,64,3,Qeate,0,1,0.565,1,2
1,1,21,1,4,65,3,Ponzar,0,1,0.718,1,2
1,1,21,1,4,66,3,sporsem,0,1,0.758,1,2
1,1,21,1,4,67,3,Klaant,0,1,0.519,1,2
1,1,21,1,4,68,1,behalten,1,1,0.583,2,1
1,1,21,1,4,69,4,nalnooa,0,1,0.494,2,2
1,1,21,1,4,70,4,Dooßt,0,1,0.63,2,2
1,1,21,1,4,71,2,Gerste,1,1,0.75,1,1
1,1,21,1,4,72,1,Sekunde,1,1,0.494,2,1
1,1,21,1,4,73,2,Fetzen,1,1,0.854,1,1
1,1,21,1,4,74,4,Becmea,0,1,0.543,2,2
1,1,21,1,4,75,3,Gahstoeg,0,1,0.558,1,2
1,1,21,1,4,76,4,Tohic,0,1,0.686,2,2
1,1,21,1,4,77,4,Piiitl,0,1,0.598,2,2
1,1,21,1,4,78,4,Oeretcm,0,1,0.533,2,2
1,1,21,1,4,79,1,viert,1,1,1.91,2,1
1,1,21,1,4,80,2,Hacke,1,1,1.167,1,1
1,1,21,1,4,81,1,denken,1,1,0.598,2,1
1,1,21,1,4,82,4,Räuoese,0,1,0.606,2,2
1,1,21,1,4,83,2,Träumer,1,1,0.558,1,1
1,1,21,1,4,84,3,gotrist,0,1,0.583,1,2
1,1,21,1,4,85,1,früher,1,1,0.533,2,1
1,1,21,1,4,86,2,Trabant,1,1,0.734,1,1
1,1,21,1,4,87,2,löchrig,1,1,0.654,1,1
1,1,21,1,4,88,2,Karpfen,1,1,0.566,1,1
1,1,21,1,4,89,3,Sunitor,0,1,1.015,1,2
1,1,21,1,4,90,3,Hordwara,0,1,0.614,1,2
1,1,21,1,4,91,1,Schluss,1,1,0.54,2,1
1,1,21,1,4,92,3,Pongein,0,1,0.783,1,2
1,1,21,1,4,93,3,Fatur,0,1,0.838,1,2
1,1,21,1,4,94,4,Wluheb,0,1,0.582,2,2
1,1,21,1,4,95,4,Luifi,0,1,0.51,2,2
1,1,21,1,4,96,4,Krsleeg,0,1,0.566,2,2
1,1,21,1,4,97,3,Fassul,0,1,1.03,1,2
1,1,21,1,4,98,4,Soszwci,0,1,0.503,2,2
1,1,21,1,4,99,4,leelee,0,1,0.703,2,2
1,1,21,1,4,100,2,Zeitlupe,1,1,0.614,1,1
1,1,21,1,4,101,1,zuvor,1,1,0.646,2,1
1,1,21,1,4,102,2,Longe,1,1,1.302,1,1
1,1,21,1,4,103,1,Verdacht,1,1,2.007,2,1
1,1,21,1,4,104,1,Fahrt,1,1,1.382,2,1
1,1,21,1,5,5,3,Schitto,0,1,0.67,1,2
1,1,21,1,5,6,4,Geuuer,0,1,0.551,2,2
1,1,21,1,5,7,1,einladen,1,1,0.535,2,1
1,1,21,1,5,8,1,Kamera,1,1,0.535,2,1
1,1,21,1,5,9,1,Motiv,1,1,0.534,2,1
1,1,21,1,5,10,4,Tustlr,0,1,0.557,2,2
1,1,21,1,5,11,2,Kerker,1,1,0.806,1,1
1,1,21,1,5,12,1,liefern,1,1,0.511,2,1
1,1,21,1,5,13,4,Maoeubn,0,1,0.591,2,2
1,1,21,1,5,14,2,Maibaum,1,1,0.607,1,1
1,1,21,1,5,15,1,direkt,1,1,0.478,2,1
1,1,21,1,5,16,2,eminent,1,1,1.015,1,1
1,1,21,1,5,17,1,Wunsch,1,1,0.566,2,1
1,1,21,1,5,18,1,Mauer,1,1,0.51,2,1
1,1,21,1,5,19,4,Kevmv,0,1,0.558,2,2
1,1,21,1,5,20,2,zähmen,1,1,0.503,1,1
1,1,21,1,5,21,2,Tegel,0,0,1.222,1,1
1,1,21,1,5,22,2,Näher,1,1,1.086,1,1
1,1,21,1,5,23,3,Daktot,0,1,0.702,1,2
1,1,21,1,5,24,4,Bortenk,0,1,0.703,2,2
1,1,21,1,5,25,1,wenig,1,1,0.646,2,1
1,1,21,1,5,26,1,kommend,1,1,0.591,2,1
1,1,21,1,5,27,3,orlebt,0,1,0.75,1,2
1,1,21,1,5,28,2,Kubus,1,1,1.383,1,1
1,1,21,1,5,29,4,Fncfi,0,1,0.534,2,2
1,1,21,1,5,30,1,bevor,1,1,0.51,2,1
1,1,21,1,5,31,4,Ladge,0,1,0.743,2,2
1,1,21,1,5,32,2,Bestie,1,1,0.631,1,1
1,1,21,1,5,33,3,Handert,0,1,0.79,1,2
1,1,21,1,5,34,1,Hoffnung,1,1,0.566,2,1
1,1,21,1,5,35,3,golegort,0,1,0.846,1,2
1,1,21,1,5,36,2,Stuck,0,0,0.735,1,1
1,1,21,1,5,37,1,Bezirk,1,1,0.831,2,1
1,1,21,1,5,38,1,Album,1,1,0.59,2,1
1,1,21,1,5,39,3,Paesoa,0,1,0.606,1,2
1,1,21,1,5,40,3,Minko,0,1,0.727,1,2
1,1,21,1,5,41,1,Dauer,1,1,0.51,2,1
1,1,21,1,5,42,3,Serbu,0,1,0.511,1,2
1,1,21,1,5,43,1,Stärke,1,1,0.55,2,1
1,1,21,1,5,44,3,biußun,0,1,0.55,1,2
1,1,21,1,5,45,2,Bürde,1,1,1.126,1,1
1,1,21,1,5,46,3,uppig,1,0,1.334,1,2
1,1,21,1,5,47,2,umhin,0,0,1.15,1,1
1,1,21,1,5,48,2,Genom,1,1,0.895,1,1
1,1,21,1,5,49,1,berühmt,1,1,0.559,2,1
