id,sex,age,session,block,trial,stim_type,stim,resp,acc,rt,difficult,word
4,1,23,1,7,76,4,Ntawwl,0,1,0.566,2,2
4,1,23,1,7,77,2,fächern,1,1,1.19,1,1
4,1,23,1,7,78,2,Exodus,1,1,1.238,1,1
4,1,23,1,7,79,3,Andlager,0,1,4.349,1,2
4,1,23,1,7,80,1,Ausnahme,1,1,0.613,2,1
4,1,23,1,7,81,1,dennoch,1,1,0.63,2,1
4,1,23,1,7,82,1,hinaus,1,1,0.509,2,1
4,1,23,1,7,83,2,Hacke,1,1,0.598,1,1
4,1,23,1,7,84,2,wackelig,1,1,0.733,1,1
4,1,23,1,7,85,2,Erstliga,1,1,0.821,1,1
4,1,23,1,7,86,3,Mitluod,0,1,0.701,1,2
4,1,23,1,7,87,2,Bürde,1,1,0.759,1,1
4,1,23,1,7,88,3,Manchnir,0,1,0.748,1,2
4,1,23,1,7,89,3,Gefellin,0,1,0.599,1,2
4,1,23,1,7,90,4,Tvrmsoei,0,1,0.573,2,2
4,1,23,1,7,91,2,Kubus,0,0,0.582,1,1
4,1,23,1,7,92,1,heutig,1,1,0.848,2,1
4,1,23,1,7,93,2,Barde,1,1,0.806,1,1
4,1,23,1,7,94,1,ziemlich,1,1,0.719,2,1
4,1,23,1,7,95,1,einzeln,1,1,0.526,2,1
4,1,23,1,7,96,3,konturn,0,1,0.847,1,2
4,1,23,1,7,97,2,Zugewinn,1,1,0.831,1,1
4,1,23,1,7,98,4,Luifi,0,1,0.623,2,2
4,1,23,1,7,99,1,mächtig,1,1,0.518,2,1
4,1,23,1,7,100,1,zuvor,1,1,0.614,2,1
4,1,23,1,7,101,1,Schritt,1,1,0.447,2,1
4,1,23,1,7,102,4,Reodtne,0,1,0.535,2,2
4,1,23,1,7,103,4,Remearl,0,1,2.278,2,2
4,1,23,1,7,104,1,erlauben,1,1,0.807,2,1
4,1,23,1,8,5,1,nötig,1,1,0.574,2,1
4,1,23,1,8,6,4,tmrncad,0,1,0.511,2,2
4,1,23,1,8,7,3,Iirbig,0,1,0.525,1,2
4,1,23,1,8,8,2,indes,0,0,0.487,1,1
4,1,23,1,8,9,1,Eindruck,1,1,0.574,2,1
4,1,23,1,8,10,2,Likör,1,1,0.806,1,1
4,1,23,1,8,11,2,Erdapfel,1,1,0.734,1,1
4,1,23,1,8,12,3,Bostund,0,1,0.725,1,2
4,1,23,1,8,13,3,luyel,0,1,0.566,1,2
4,1,23,1,8,14,3,Anduz,0,1,0.574,1,2
4,1,23,1,8,15,3,kuroas,0,1,0.542,1,2
4,1,23,1,8,16,4,kiscndte,0,1,0.75,2,2
4,1,23,1,8,17,4,Tlehio,0,1,0.71,2,2
4,1,23,1,8,18,2,Mythe,1,1,0.775,1,1
4,1,23,1,8,19,3,Suumunn,0,1,0.653,1,2
4,1,23,1,8,20,4,Soicigei,0,1,0.558,2,2
4,1,23,1,8,21,2,Spätlese,1,1,1.43,1,1
4,1,23,1,8,22,2,Baier,1,1,0.894,1,1
4,1,23,1,8,23,2,Britin,1,1,0.783,1,1
4,1,23,1,8,24,1,bevor,1,1,0.678,2,1
4,1,23,1,8,25,3,Zoigan,0,1,0.71,1,2
4,1,23,1,8,26,3,vorbecht,0,1,1.526,1,2
4,1,23,1,8,27,1,Licht,1,1,0.566,2,1
4,1,23,1,8,28,3,Orwild,0,1,0.831,1,2
4,1,23,1,8,29,1,daran,0,0,0.557,2,1
4,1,23,1,8,30,4,Jafsudl,0,1,0.606,2,2
4,1,23,1,8,31,3,ixklasiv,0,1,0.502,1,2
4,1,23,1,8,32,3,Jahrbach,0,1,1.807,1,2
4,1,23,1,8,33,2,Geheiß,1,1,0.83,1,1
4,1,23,1,8,34,3,Besur,0,1,0.774,1,2
4,1,23,1,8,35,3,Rempf,0,1,0.75,1,2
4,1,23,1,8,36,1,Anschlag,1,1,0.613,2,1
4,1,23,1,8,37,1,treten,1,1,0.765,2,1
4,1,23,1,8,38,2,rumoren,1,1,0.822,1,1
4,1,23,1,8,39,4,doeäii,0,1,0.533,2,2
4,1,23,1,8,40,1,schlecht,1,1,0.614,2,1
4,1,23,1,8,41,2,abwälzen,1,1,0.638,1,1
4,1,23,1,8,42,4,Hrtclii,0,1,0.518,2,2
4,1,23,1,8,43,4,Pafget,0,1,0.654,2,2
4,1,23,1,8,44,3,prifen,0,1,0.686,1,2
4,1,23,1,8,45,4,Mepmi,0,1,0.694,2,2
4,1,23,1,8,46,3,empert,0,1,0.646,1,2
4,1,23,1,8,47,1,prüfen,1,1,0.655,2,1
4,1,23,1,8,48,1,Union,1,1,0.815,2,1
4,1,23,1,8,49,2,dämmen,1,1,0.55,1,1
4,1,23,1,8,50,3,Kiron,0,1,0.679,1,2
4,1,23,1,8,51,2,Sippe,1,1,0.855,1,1
4,1,23,1,8,52,3,Kreppe,0,1,1.046,1,2
4,1,23,1,8,53,3,guwoltug,0,1,0.662,1,2
4,1,23,1,8,54,1,häufig,1,1,0.702,2,1
4,1,23,1,8,55,1,erinnern,1,1,0.759,2,1
4,1,23,1,8,56,1,schätzen,1,1,0.638,2,1
4,1,23,1,8,57,1,Blatt,1,1,0.694,2,1
4,1,23,1,8,58,2,Genom,0,0,1.031,1,1
4,1,23,1,8,59,4,Gegyn,0,1,1.558,2,2
4,1,23,1,8,60,3,lustan,0,1,1.143,1,2
4,1,23,1,8,61,1,klingen,1,1,1.63,2,1
4,1,23,1,8,62,1,drücken,1,1,0.958,2,1
4,1,23,1,8,63,1,mittel,1,1,0.999,2,1
4,1,23,1,8,64,1,Schlag,1,1,0.783,2,1
4,1,23,1,8,65,4,Ficos,0,1,0.678,2,2
4,1,23,1,8,66,3,Blumo,0,1,0.663,1,2
4,1,23,1,8,67,4,Äblldsld,0,1,0.567,2,2
4,1,23,1,8,68,4,rlhkoa,0,1,0.47,2,2
4,1,23,1,8,69,1,Phase,1,1,0.575,2,1
4,1,23,1,8,70,2,ungestüm,1,1,0.638,1,1
4,1,23,1,8,71,3,nahron,0,1,0.646,1,2
4,1,23,1,8,72,4,Sbewb,0,1,0.542,2,2
4,1,23,1,8,73,3,Murtyrur,0,1,0.606,1,2
4,1,23,1,8,74,1,danken,1,1,0.582,2,1
4,1,23,1,8,75,2,Marder,1,1,0.718,1,1
4,1,23,1,8,76,4,Sekulr,0,1,0.831,2,2
4,1,23,1,8,77,2,Syntax,1,1,0.686,1,1
4,1,23,1,8,78,4,Eupda,0,1,0.796,2,2
4,1,23,1,8,79,4,Benfh,0,1,0.565,2,2
4,1,23,1,8,80,1,viert,1,1,2.175,2,1
4,1,23,1,8,81,4,Kulbko,0,1,0.494,2,2
4,1,23,1,8,82,2,Staude,1,1,0.709,1,1
4,1,23,1,8,83,4,Dizrfeit,0,1,0.695,2,2
4,1,23,1,8,84,4,Mumdw,0,1,0.773,2,2
4,1,23,1,8,85,2,ehrbar,1,1,0.654,1,1
4,1,23,1,8,86,1,fühlen,1,1,0.51,2,1
4,1,23,1,8,87,3,Villo,0,1,0.75,1,2
4,1,23,1,8,88,4,Mvsdagn,0,1,0.718,2,2
4,1,23,1,8,89,2,blinzeln,1,1,0.877,1,1
4,1,23,1,8,90,4,helah,0,1,0.623,2,2
4,1,23,1,8,91,1,wenden,1,1,0.709,2,1
4,1,23,1,8,92,4,Qtlma,1,0,0.542,2,2
4,1,23,1,8,93,2,Brillanz,1,1,0.726,1,1
4,1,23,1,8,94,4,Tohic,0,1,0.551,2,2
4,1,23,1,8,95,1,erzählen,1,1,0.51,2,1
4,1,23,1,8,96,3,besorgin,0,1,0.574,1,2
4,1,23,1,8,97,2,Strip,1,1,0.582,1,1
4,1,23,1,8,98,2,morbid,0,0,0.727,1,1
4,1,23,1,8,99,1,vorher,1,1,0.59,2,1
4,1,23,1,8,100,2,Sehne,1,1,0.615,1,1
4,1,23,1,8,101,2,Präfekt,1,1,0.774,1,1
4,1,23,1,8,102,3,Fatur,0,1,0.861,1,2
4,1,23,1,8,103,2,postum,1,1,0.893,1,1
4,1,23,1,8,104,4,sohla,0,1,0.613,2,2
4,1,23,2,1,5,2,Rezeptur,1,1,0.588,1,1
4,1,23,2,1,6,4,Vonhe,0,1,0.451,2,2
4,1,23,2,1,7,3,unstobal,0,1,0.868,1,2
4,1,23,2,1,8,4,Sortfe,0,1,0.66,2,2
4,1,23,2,1,9,4,bekssht,0,1,0.476,2,2
4,1,23,2,1,10,4,Tetkgr,0,1,0.452,2,2
4,1,23,2,1,11,2,Seher,1,1,0.564,1,1
4,1,23,2,1,12,3,Dremutak,0,1,0.571,1,2
4,1,23,2,1,13,1,Besuch,1,1,0.636,2,1
4,1,23,2,1,14,1,Verlust,1,1,0.54,2,1
4,1,23,2,1,15,4,Jerecrk,0,1,0.547,2,2
4,1,23,2,1,16,2,Scharia,0,0,0.78,1,1
4,1,23,2,1,17,1,rechnen,1,1,0.572,2,1
4,1,23,2,1,18,3,Ehrgaiz,0,1,1.052,1,2
4,1,23,2,1,19,3,Nackun,0,1,0.78,1,2
4,1,23,2,1,20,1,weltweit,1,1,0.7,2,1
4,1,23,2,1,21,4,diliaee,0,1,0.508,2,2
4,1,23,2,1,22,2,Melker,0,0,0.532,1,1
4,1,23,2,1,23,3,Zweng,0,1,0.78,1,2
4,1,23,2,1,24,2,ranken,1,1,0.796,1,1
4,1,23,2,1,25,1,Waffe,1,1,0.46,2,1
4,1,23,2,1,26,3,nirvon,0,1,0.596,1,2
4,1,23,2,1,27,1,jemand,1,1,0.62,2,1
4,1,23,2,1,28,2,Versager,1,1,0.668,1,1
4,1,23,2,1,29,3,gazohlt,0,1,0.748,1,2
4,1,23,2,1,30,2,Hertz,0,0,0.844,1,1
4,1,23,2,1,31,2,Patron,1,1,1.444,1,1
4,1,23,2,1,32,3,Spuzoas,0,1,0.7,1,2
4,1,23,2,1,33,2,Wahlurne,1,1,1.308,1,1
4,1,23,2,1,34,4,Rrdteai,0,1,0.972,2,2
4,1,23,2,1,35,3,troemun,0,1,0.508,1,2
4,1,23,2,1,36,2,klimmen,1,1,0.66,1,1
4,1,23,2,1,37,2,Osmane,1,1,1.055,1,1
4,1,23,2,1,38,4,Glrureb,0,1,0.676,2,2
4,1,23,2,1,39,2,Landwehr,1,1,0.644,1,1
4,1,23,2,1,40,3,Qoontott,0,1,0.551,1,2
4,1,23,2,1,41,3,Breok,0,1,0.596,1,2
4,1,23,2,1,42,3,engewuss,0,1,0.964,1,2
4,1,23,2,1,43,3,statig,1,0,1.195,1,2
4,1,23,2,1,44,3,prochteg,0,1,1.411,1,2
4,1,23,2,1,45,1,fließen,1,1,0.644,2,1
4,1,23,2,1,46,1,Bayer,1,1,0.621,2,1
4,1,23,2,1,47,2,Allgäuer,1,1,1.18,1,1
4,1,23,2,1,48,3,Bowirb,0,1,0.564,1,2
4,1,23,2,1,49,3,Anloihen,0,1,1.036,1,2
4,1,23,2,1,50,4,Vepte,0,1,1.092,2,2
4,1,23,2,1,51,1,aufgeben,1,1,0.748,2,1
4,1,23,2,1,52,4,Menaje,0,1,0.691,2,2
4,1,23,2,1,53,3,Splut,0,1,0.972,1,2
4,1,23,2,1,54,4,Veeosao,0,1,0.508,2,2
4,1,23,2,1,55,2,Sunnit,0,0,0.636,1,1
4,1,23,2,1,56,4,lenieene,0,1,0.524,2,2
4,1,23,2,1,57,2,kalauern,0,0,0.868,1,1
4,1,23,2,1,58,1,Politik,1,1,2.812,2,1
4,1,23,2,1,59,2,Notwehr,1,1,0.708,1,1
4,1,23,2,1,60,1,gesetzt,1,1,1.46,2,1
4,1,23,2,1,61,4,kahot,0,1,0.612,2,2
4,1,23,2,1,62,1,lieben,1,1,0.492,2,1
4,1,23,2,1,63,4,Beoxeui,0,1,0.596,2,2
4,1,23,2,1,64,4,Dbemwsr,0,1,0.596,2,2
4,1,23,2,1,65,2,Plagiat,1,1,1.267,1,1
4,1,23,2,1,66,1,Nation,1,1,0.652,2,1
4,1,23,2,1,67,4,Gidonerg,0,1,0.757,2,2
4,1,23,2,1,68,4,Pmess,0,1,0.558,2,2
4,1,23,2,1,69,3,Wultcup,0,1,0.797,1,2
4,1,23,2,1,70,4,Gatdiee,0,1,0.507,2,2
4,1,23,2,1,71,2,driften,1,1,0.901,1,1
4,1,23,2,1,72,3,Konnun,0,1,0.74,1,2
4,1,23,2,1,73,3,rintubel,0,1,0.636,1,2
4,1,23,2,1,74,2,Dämmung,1,1,0.54,1,1
4,1,23,2,1,75,2,traben,1,1,0.996,1,1
4,1,23,2,1,76,1,Fraktion,0,0,0.492,2,1
4,1,23,2,1,77,1,füllen,1,1,0.596,2,1
4,1,23,2,1,78,1,künftig,1,1,0.532,2,1
4,1,23,2,1,79,4,htaku,0,1,0.516,2,2
4,1,23,2,1,80,3,Schuf,1,0,1.933,1,2
4,1,23,2,1,81,3,barehen,0,1,0.589,1,2
4,1,23,2,1,82,1,Objekt,1,1,0.652,2,1
4,1,23,2,1,83,3,umwerbon,0,1,1.22,1,2
4,1,23,2,1,84,1,Sicht,1,1,0.556,2,1
4,1,23,2,1,85,3,Deikun,0,1,0.867,1,2
4,1,23,2,1,86,4,Leslva,0,1,0.492,2,2
4,1,23,2,1,87,1,Jubiläum,1,1,0.828,2,1
4,1,23,2,1,88,1,Fenster,1,1,0.564,2,1
4,1,23,2,1,89,2,Gesteck,1,1,0.788,1,1
4,1,23,2,1,90,4,Petrzi,0,1,0.876,2,2
4,1,23,2,1,91,2,Präambel,0,0,0.491,1,1
4,1,23,2,1,92,1,Künstler,1,1,1.036,2,1
4,1,23,2,1,93,4,dhcnri,0,1,0.571,2,2
4,1,23,2,1,94,2,Walze,1,1,1.035,1,1
4,1,23,2,1,95,1,genau,1,1,0.724,2,1
4,1,23,2,1,96,2,Alemanne,1,1,1.108,1,1
4,1,23,2,1,97,1,brauchen,1,1,0.564,2,1
4,1,23,2,1,98,3,fressun,0,1,0.932,1,2
4,1,23,2,1,99,1,Autobahn,1,1,0.564,2,1
4,1,23,2,1,100,1,ablehnen,1,1,0.644,2,1
4,1,23,2,1,101,4,scaoonr,0,1,0.564,2,2
4,1,23,2,1,102,4,Mahes,0,1,0.716,2,2
4,1,23,2,1,103,2,Untat,1,1,0.612,1,1
4,1,23,2,1,104,4,hodrln,0,1,0.532,2,2
4,1,23,2,2,5,2,Spule,1,1,0.564,1,1
4,1,23,2,2,6,1,national,1,1,0.532,2,1
4,1,23,2,2,7,1,trotzdem,1,1,0.54,2,1
4,1,23,2,2,8,1,britisch,1,1,0.564,2,1
4,1,23,2,2,9,1,Kreuz,1,1,0.484,2,1
4,1,23,2,2,10,4,Rtaznsa,0,1,0.532,2,2
4,1,23,2,2,11,1,Spieltag,1,1,0.596,2,1
4,1,23,2,2,12,3,Funal,0,1,0.804,1,2
4,1,23,2,2,13,3,Merkar,0,1,1.492,1,2
4,1,23,2,2,14,4,beifun,0,1,0.836,2,2
4,1,23,2,2,15,4,rolltu,0,1,0.732,2,2
4,1,23,2,2,16,3,anrackun,0,1,1.212,1,2
4,1,23,2,2,17,2,herauf,1,1,0.732,1,1
4,1,23,2,2,18,1,gerecht,1,1,0.603,2,1
4,1,23,2,2,19,2,Neutron,1,1,0.788,1,1
4,1,23,2,2,20,4,Grpent,0,1,0.652,2,2
4,1,23,2,2,21,2,Manieren,1,1,0.9,1,1
4,1,23,2,2,22,3,giregult,0,1,0.572,1,2
4,1,23,2,2,23,3,Wuhlarin,0,1,0.484,1,2
4,1,23,2,2,24,2,Streuung,1,1,0.788,1,1
4,1,23,2,2,25,4,Sseailu,0,1,0.669,2,2
4,1,23,2,2,26,3,nuidosch,0,1,0.492,1,2
4,1,23,2,2,27,4,Pinsial,0,1,0.5,2,2
4,1,23,2,2,28,4,Ueleta,0,1,0.436,2,2
4,1,23,2,2,29,2,gesenkt,1,1,0.58,1,1
4,1,23,2,2,30,2,Anonymus,1,1,1.268,1,1
4,1,23,2,2,31,4,kusbpr,0,1,0.555,2,2
4,1,23,2,2,32,2,schwanen,1,1,0.652,1,1
4,1,23,2,2,33,3,Ubbruch,0,1,1.084,1,2
4,1,23,2,2,34,4,Suhree,0,1,0.86,2,2
4,1,23,2,2,35,4,Onlpoec,0,1,0.804,2,2
4,1,23,2,2,36,3,Bofutt,0,1,0.74,1,2
4,1,23,2,2,37,3,Puckeng,0,1,0.748,1,2
4,1,23,2,2,38,4,Rorantt,0,1,0.556,2,2
4,1,23,2,2,39,3,hemugen,0,1,0.66,1,2
4,1,23,2,2,40,4,Orflek,0,1,0.756,2,2
4,1,23,2,2,41,3,obhikan,0,1,0.58,1,2
4,1,23,2,2,42,2,raffen,1,1,0.596,1,1
4,1,23,2,2,43,2,Zerrung,1,1,0.508,1,1
4,1,23,2,2,44,2,pompös,1,1,0.676,1,1
4,1,23,2,2,45,1,spüren,1,1,0.742,2,1
4,1,23,2,2,46,1,Zeitung,1,1,0.828,2,1
4,1,23,2,2,47,4,Bnonoee,0,1,0.603,2,2
4,1,23,2,2,48,3,Klubhias,0,1,0.573,1,2
4,1,23,2,2,49,2,Geigerin,1,1,0.684,1,1
4,1,23,2,2,50,1,öffnen,1,1,0.548,2,1
4,1,23,2,2,51,1,Fußball,1,1,0.796,2,1
4,1,23,2,2,52,4,Llpagrit,0,1,1.06,2,2
4,1,23,2,2,53,2,blocken,1,1,1.116,1,1
4,1,23,2,2,54,3,Hilfurin,0,1,0.988,1,2
4,1,23,2,2,55,1,Ausgabe,1,1,0.78,2,1
4,1,23,2,2,56,2,imperial,1,1,1.012,1,1
4,1,23,2,2,57,1,jährlich,1,1,0.956,2,1
4,1,23,2,2,58,3,Forbung,0,1,0.996,1,2
4,1,23,2,2,59,2,Raserei,1,1,2.444,1,1
4,1,23,2,2,60,3,zoteul,0,1,0.612,1,2
4,1,23,2,2,61,2,Drohne,1,1,1.244,1,1
4,1,23,2,2,62,2,Rührung,1,1,0.684,1,1
4,1,23,2,2,63,2,zudecken,1,1,0.947,1,1
4,1,23,2,2,64,1,Sendung,1,1,1.836,2,1
4,1,23,2,2,65,3,Glauchi,0,1,0.725,1,2
4,1,23,2,2,66,1,General,1,1,0.612,2,1
4,1,23,2,2,67,3,Birruora,0,1,0.596,1,2
4,1,23,2,2,68,1,weiblich,1,1,0.469,2,1
4,1,23,2,2,69,4,Surkdfn,0,1,0.524,2,2
4,1,23,2,2,70,4,anrkhl,0,1,0.492,2,2
4,1,23,2,2,71,1,generell,1,1,0.636,2,1
4,1,23,2,2,72,3,nachtug,0,1,1.515,1,2
4,1,23,2,2,73,2,Äquator,1,1,0.739,1,1
4,1,23,2,2,74,2,Abzweig,1,1,0.532,1,1
4,1,23,2,2,75,3,Schwin,0,1,1.171,1,2
4,1,23,2,2,76,1,Eintritt,1,1,1.076,2,1
4,1,23,2,2,77,4,Datulen,0,1,1.069,2,2
4,1,23,2,2,78,1,tauchen,1,1,0.62,2,1
4,1,23,2,2,79,2,gewidmet,1,1,0.86,1,1
4,1,23,2,2,80,3,hektusch,0,1,0.524,1,2
4,1,23,2,2,81,4,tlnrneß,0,1,0.525,2,2
4,1,23,2,2,82,1,Sprecher,1,1,0.636,2,1
4,1,23,2,2,83,1,Streit,1,1,0.588,2,1
4,1,23,2,2,84,4,Dekfn,0,1,0.603,2,2
4,1,23,2,2,85,1,Urteil,1,1,0.524,2,1
4,1,23,2,2,86,2,Detektor,1,1,0.892,1,1
4,1,23,2,2,87,3,Booort,0,1,0.58,1,2
4,1,23,2,2,88,4,aoine,0,1,0.668,2,2
4,1,23,2,2,89,1,Schloss,1,1,0.54,2,1
4,1,23,2,2,90,3,Baroruem,0,1,0.564,1,2
4,1,23,2,2,91,4,Pihand,0,1,0.467,2,2
4,1,23,2,2,92,3,Zirfall,0,1,0.66,1,2
4,1,23,2,2,93,1,hängen,1,1,0.709,2,1
4,1,23,2,2,94,3,Moarur,0,1,0.572,1,2
4,1,23,2,2,95,3,Handbich,0,1,0.66,1,2
4,1,23,2,2,96,1,Richtung,1,1,0.499,2,1
4,1,23,2,2,97,1,Besitz,1,1,0.66,2,1
4,1,23,2,2,98,2,putzig,1,1,0.636,1,1
4,1,23,2,2,99,4,Bridfh,0,1,0.508,2,2
4,1,23,2,2,100,4,Köitltl,0,1,0.555,2,2
4,1,23,2,2,101,4,gokbeä,0,1,0.588,2,2
4,1,23,2,2,102,2,Selige,1,1,0.684,1,1
4,1,23,2,2,103,4,gapwii,0,1,0.54,2,2
4,1,23,2,2,104,2,Schließe,1,1,0.428,1,1
4,1,23,2,3,5,1,Sorge,1,1,0.604,2,1
4,1,23,2,3,6,4,Cerwai,0,1,0.693,2,2
4,1,23,2,3,7,2,zeitig,1,1,0.588,1,1
4,1,23,2,3,8,2,Dünger,1,1,0.548,1,1
4,1,23,2,3,9,2,Herrgott,1,1,0.588,1,1
4,1,23,2,3,10,3,besassen,0,1,1.092,1,2
4,1,23,2,3,11,3,Fonni,0,1,0.5,1,2
4,1,23,2,3,12,4,Aegsrrn,0,1,0.419,2,2
4,1,23,2,3,13,2,Nachfahr,1,1,0.58,1,1
4,1,23,2,3,14,2,Zwinger,1,1,0.596,1,1
4,1,23,2,3,15,3,areffnut,0,1,0.516,1,2
4,1,23,2,3,16,3,boigun,0,1,0.539,1,2
4,1,23,2,3,17,1,Kultur,1,1,0.7,2,1
4,1,23,2,3,18,4,Wiideod,0,1,0.572,2,2
4,1,23,2,3,19,4,Clietint,0,1,1.203,2,2
4,1,23,2,3,20,4,Bußpten,0,1,0.908,2,2
4,1,23,2,3,21,1,stets,1,1,0.599,2,1
4,1,23,2,3,22,3,Kerheus,0,1,0.558,1,2
4,1,23,2,3,23,3,wickin,0,1,0.557,1,2
4,1,23,2,3,24,1,Umgang,1,1,0.444,2,1
4,1,23,2,3,25,2,kurbeln,0,0,0.532,1,1
4,1,23,2,3,26,3,irzeagt,0,1,0.612,1,2
4,1,23,2,3,27,3,Ibflass,0,1,0.565,1,2
4,1,23,2,3,28,2,Bürozeit,1,1,0.54,1,1
4,1,23,2,3,29,4,Bmrrsr,0,1,0.476,2,2
4,1,23,2,3,30,4,Zauguis,0,1,0.74,2,2
4,1,23,2,3,31,1,längst,1,1,0.596,2,1
4,1,23,2,3,32,3,Tsonemo,0,1,0.541,1,2
4,1,23,2,3,33,2,Billard,0,0,1.157,1,1
4,1,23,2,3,34,2,ackern,1,1,0.924,1,1
4,1,23,2,3,35,1,gebären,1,1,1.164,2,1
4,1,23,2,3,36,3,Spazeul,0,1,0.668,1,2
4,1,23,2,3,37,2,witzeln,1,1,0.652,1,1
4,1,23,2,3,38,2,wohlauf,1,1,0.668,1,1
4,1,23,2,3,39,1,drehen,1,1,0.548,2,1
4,1,23,2,3,40,1,Debatte,1,1,0.556,2,1
4,1,23,2,3,41,3,ristag,0,1,0.869,1,2
4,1,23,2,3,42,4,Munabü,0,1,0.548,2,2
4,1,23,2,3,43,4,Aeeleefg,0,1,0.532,2,2
4,1,23,2,3,44,3,Onzoagor,0,1,0.46,1,2
4,1,23,2,3,45,1,Viertel,1,1,0.524,2,1
4,1,23,2,3,46,4,Cejsti,0,1,0.484,2,2
4,1,23,2,3,47,3,Oewuuß,0,1,0.677,1,2
4,1,23,2,3,48,1,Wunder,1,1,0.54,2,1
4,1,23,2,3,49,2,demütig,1,1,0.652,1,1
4,1,23,2,3,50,4,Kelftz,0,1,0.804,2,2
4,1,23,2,3,51,4,Hueiat,0,1,0.516,2,2
4,1,23,2,3,52,2,Türkin,1,1,0.508,1,1
4,1,23,2,3,53,2,Hochbau,1,1,0.644,1,1
4,1,23,2,3,54,4,aiteua,0,1,0.644,2,2
4,1,23,2,3,55,1,maximal,1,1,0.677,2,1
4,1,23,2,3,56,2,ansuchen,1,1,0.932,1,1
4,1,23,2,3,57,1,Meinung,1,1,1.125,2,1
4,1,23,2,3,58,4,Kenahn,0,1,0.828,2,2
4,1,23,2,3,59,2,Isländer,1,1,0.868,1,1
4,1,23,2,3,60,1,übrigens,1,1,0.564,2,1
4,1,23,2,3,61,2,Anmut,1,1,0.588,1,1
4,1,23,2,3,62,1,auslösen,1,1,0.524,2,1
4,1,23,2,3,63,1,Ergebnis,1,1,0.709,2,1
4,1,23,2,3,64,1,erklärt,1,1,0.46,2,1
4,1,23,2,3,65,4,Fiatsh,0,1,0.548,2,2
4,1,23,2,3,66,2,konfus,1,1,1.18,1,1
4,1,23,2,3,67,2,Junkie,1,1,0.789,1,1
4,1,23,2,3,68,4,eäslra,0,1,0.572,2,2
4,1,23,2,3,69,1,wirklich,1,1,0.572,2,1
4,1,23,2,3,70,1,Arbeiter,1,1,0.66,2,1
4,1,23,2,3,71,3,wedurch,0,1,0.692,1,2
4,1,23,2,3,72,3,gameen,0,1,0.507,1,2
4,1,23,2,3,73,1,allein,1,1,0.57,2,1
4,1,23,2,3,74,3,Arlabnus,0,1,0.612,1,2
4,1,23,2,3,75,2,müßig,1,1,0.653,1,1
4,1,23,2,3,76,1,stören,1,1,0.581,2,1
4,1,23,2,3,77,4,Tisai,0,1,0.588,2,2
4,1,23,2,3,78,4,Meoierk,0,1,0.637,2,2
4,1,23,2,3,79,3,Athlot,0,1,0.485,1,2
4,1,23,2,3,80,4,Gadesn,0,1,0.501,2,2
4,1,23,2,3,81,1,Forscher,1,1,0.532,2,1
4,1,23,2,3,82,1,Einsatz,1,1,0.533,2,1
4,1,23,2,3,83,3,Vorgohen,0,1,0.764,1,2
4,1,23,2,3,84,4,Mrbuelll,0,1,0.564,2,2
4,1,23,2,3,85,3,knickig,1,0,0.765,1,2
4,1,23,2,3,86,2,Hochofen,1,1,1.509,1,1
4,1,23,2,3,87,4,Oetthns,0,1,0.956,2,2
4,1,23,2,3,88,4,senban,0,1,0.955,2,2
4,1,23,2,3,89,3,Rummal,0,1,0.828,1,2
4,1,23,2,3,90,1,deshalb,1,1,0.58,2,1
4,1,23,2,3,91,3,Oangraff,0,1,0.627,1,2
4,1,23,2,3,92,4,Sersrnu,0,1,0.621,2,2
4,1,23,2,3,93,2,Schelte,1,1,0.7,1,1
4,1,23,2,3,94,3,tropfin,0,1,0.764,1,2
4,1,23,2,3,95,3,Siode,0,1,0.524,1,2
4,1,23,2,3,96,1,ausgeben,1,1,0.539,2,1
4,1,23,2,3,97,4,khbka,0,1,0.484,2,2
4,1,23,2,3,98,1,seitdem,1,1,0.54,2,1
4,1,23,2,3,99,2,Athener,1,1,0.764,1,1
4,1,23,2,3,100,3,Sporbech,0,1,0.627,1,2
4,1,23,2,3,101,2,Dirndl,0,0,0.54,1,1
4,1,23,2,3,102,2,Zoologie,1,1,2.123,1,1
4,1,23,2,3,103,4,Tuxtcer,0,1,0.804,2,2
4,1,23,2,3,104,3,Slawoko,0,1,1.06,1,2
4,1,23,2,4,5,3,Irhalt,0,1,0.988,1,2
4,1,23,2,4,6,3,Garengol,0,1,0.708,1,2
4,1,23,2,4,7,4,Eobtkk,0,1,0.46,2,2
4,1,23,2,4,8,2,Finesse,1,1,0.972,1,1
4,1,23,2,4,9,4,Vaseifa,0,1,0.596,2,2
4,1,23,2,4,10,1,wertvoll,1,1,0.621,2,1
4,1,23,2,4,11,2,Dreher,1,1,0.565,1,1
4,1,23,2,4,12,2,Postbote,1,1,0.597,1,1
4,1,23,2,4,13,3,grondeos,0,1,0.884,1,2
4,1,23,2,4,14,3,gamischt,0,1,0.724,1,2
4,1,23,2,4,15,1,Fläche,1,1,0.588,2,1
4,1,23,2,4,16,4,Lafghs,0,1,0.468,2,2
4,1,23,2,4,17,3,blahin,0,1,0.54,1,2
4,1,23,2,4,18,1,besuchen,1,1,0.612,2,1
4,1,23,2,4,19,1,befassen,1,1,0.532,2,1
4,1,23,2,4,20,3,aranasch,0,1,0.58,1,2
4,1,23,2,4,21,1,erfahren,1,1,0.5,2,1
